Date,Open,High,Low,Close,Adj Close,Volume,Ticker
6/14/2018,57.6105,58.2995,57.529999,58.005501,58.005501,35422000,GOOGL
6/15/2018,57.995998,58.195499,57.684502,57.963501,57.963501,44438000,GOOGL
6/18/2018,57.634499,59.206501,57.549999,59.179001,59.179001,33038000,GOOGL
6/19/2018,58.505501,59.140499,58.080502,58.934502,58.934502,47282000,GOOGL
6/20/2018,59.165001,60.074501,59.101501,59.203499,59.203499,51686000,GOOGL
6/21/2018,59.275501,59.516499,58.174,58.472,58.472,44966000,GOOGL
6/22/2018,58.574501,58.75,57.982498,58.4645,58.4645,34220000,GOOGL
6/25/2018,57.75,57.7995,55.994999,56.964001,56.964001,57682000,GOOGL
6/26/2018,57.207001,57.343498,56.450001,56.631001,56.631001,34688000,GOOGL
6/27/2018,56.799999,57.310501,55.834999,55.847,55.847,34538000,GOOGL
6/28/2018,55.619499,56.700001,55.303501,56.339001,56.339001,29726000,GOOGL
6/29/2018,56.615501,57.068001,56.351002,56.459499,56.459499,31562000,GOOGL
7/2/2018,55.767502,57.149502,55.330002,57.105499,57.105499,23216000,GOOGL
7/3/2018,57.471001,57.495499,55.7215,55.813999,55.813999,16448000,GOOGL
7/5/2018,56.23,57.207001,56.155998,57.064499,57.064499,28594000,GOOGL
7/6/2018,57.088501,57.810001,56.862,57.754002,57.754002,21820000,GOOGL
7/9/2018,58,58.3965,57.8615,58.363998,58.363998,21584000,GOOGL
7/10/2018,58.4995,58.674999,58.127998,58.356998,58.356998,21334000,GOOGL
7/11/2018,57.780998,59.021999,57.768501,58.573002,58.573002,33252000,GOOGL
7/12/2018,58.743,60.099499,58.654999,60.063,60.063,44148000,GOOGL
7/13/2018,60.139999,60.521999,59.7645,60.221001,60.221001,32612000,GOOGL
7/16/2018,60.190498,60.435501,59.669998,59.8255,59.8255,26784000,GOOGL
7/17/2018,59.137001,60.938,59.099998,60.653999,60.653999,40162000,GOOGL
7/18/2018,60.426498,61.079498,60.228001,60.6455,60.6455,38948000,GOOGL
7/19/2018,60.3325,60.824001,59.886501,59.955002,59.955002,38338000,GOOGL
7/20/2018,59.962002,60.538502,59.829498,59.894001,59.894001,37938000,GOOGL
7/23/2018,59.783001,60.755001,59.600498,60.549999,60.549999,65446000,GOOGL
7/24/2018,63.549999,63.75,62.207001,62.907501,62.907501,107600000,GOOGL
7/25/2018,62.631001,63.911999,62.452499,63.797001,63.797001,51104000,GOOGL
7/26/2018,63.359001,64.370003,63.150002,64.275002,64.275002,54686000,GOOGL
7/27/2018,64.456001,64.571999,62.224499,62.644501,62.644501,48362000,GOOGL
7/30/2018,62.252499,62.644501,61.2085,61.501999,61.501999,43896000,GOOGL
7/31/2018,61.585499,62.060501,60.809502,61.361,61.361,39382000,GOOGL
8/1/2018,61.955502,62.294998,61.247002,61.649502,61.649502,36994000,GOOGL
8/2/2018,60.924999,62.220501,60.903,62.056499,62.056499,34704000,GOOGL
8/3/2018,62.258999,62.326,61.471001,61.908001,61.908001,21264000,GOOGL
8/6/2018,62.080502,62.123001,61.526501,61.883499,61.883499,22114000,GOOGL
8/7/2018,62.600498,63.304001,62.59,62.792,62.792,42506000,GOOGL
8/8/2018,62.835999,63.585999,62.605999,63.066502,63.066502,34344000,GOOGL
8/9/2018,63.136501,63.598,63.005001,63.223,63.223,27326000,GOOGL
8/10/2018,62.959,63.060001,62.358002,62.6255,62.6255,26602000,GOOGL
8/13/2018,62.560001,63.2985,62.351501,62.431999,62.431999,27500000,GOOGL
8/14/2018,62.625,63.029499,61.977001,62.907001,62.907001,28080000,GOOGL
8/15/2018,62.214001,62.598999,61.312,61.611,61.611,37052000,GOOGL
8/16/2018,62.099499,62.185001,60.981499,61.202999,61.202999,32176000,GOOGL
8/17/2018,61.102001,61.3475,60.200001,60.7925,60.7925,33092000,GOOGL
8/20/2018,61.033001,61.295502,60.435001,61.0975,61.0975,22218000,GOOGL
8/21/2018,61.151001,61.638,60.751499,60.870499,60.870499,23082000,GOOGL
8/22/2018,60.710999,61.3265,60.660999,61.087502,61.087502,22296000,GOOGL
8/23/2018,60.993999,61.758499,60.967499,61.057999,61.057999,24666000,GOOGL
8/24/2018,61.299999,61.869999,61.070999,61.837502,61.837502,24454000,GOOGL
8/27/2018,62.207001,62.893501,62.034,62.813499,62.813499,28580000,GOOGL
8/28/2018,62.794998,62.827999,62.148499,62.292999,62.292999,27330000,GOOGL
8/29/2018,62.75,63.358501,62.639999,63.232498,63.232498,36926000,GOOGL
8/30/2018,63.169998,63.474499,62.3605,62.722,62.722,30104000,GOOGL
8/31/2018,62.6105,62.627499,61.287498,61.59,61.59,42308000,GOOGL
9/4/2018,61.125999,61.393501,60.327999,60.565498,60.565498,41458000,GOOGL
9/5/2018,60.460999,60.7435,58.766998,59.955002,59.955002,53988000,GOOGL
9/6/2018,59.928501,59.949501,58.1805,59.199501,59.199501,46854000,GOOGL
9/7/2018,58.599998,59.427502,58.463501,58.879501,58.879501,32658000,GOOGL
9/10/2018,59.209999,59.333,58.530499,58.752998,58.752998,27670000,GOOGL
9/11/2018,58.555,59.547001,58.297501,59.4995,59.4995,29254000,GOOGL
9/12/2018,59.099998,59.5345,58.307999,58.580002,58.580002,35716000,GOOGL
9/13/2018,58.985001,59.393002,58.460999,59.106998,59.106998,40068000,GOOGL
9/14/2018,59.400002,59.400002,58.675999,58.898998,58.898998,24176000,GOOGL
9/17/2018,58.8885,59.091,57.923,57.991501,57.991501,34096000,GOOGL
9/18/2018,58.132999,59.066502,58.071499,58.355499,58.355499,32314000,GOOGL
9/19/2018,58.448002,58.813499,57.931,58.713501,58.713501,25962000,GOOGL
9/20/2018,59.033501,59.700001,58.8125,59.578499,59.578499,29244000,GOOGL
9/21/2018,59.745998,59.828999,58.603001,58.605999,58.605999,91222000,GOOGL
9/24/2018,57.970501,59.259499,57.575001,58.978001,58.978001,31150000,GOOGL
9/25/2018,59.212502,59.842999,58.704498,59.6945,59.6945,33152000,GOOGL
9/26/2018,59.684502,60.362,59.27,59.702999,59.702999,37650000,GOOGL
9/27/2018,60,60.842999,59.9025,60.368,60.368,36274000,GOOGL
9/28/2018,60.204498,60.422501,59.891499,60.354,60.354,35612000,GOOGL
10/1/2018,60.650002,61.209999,60.1595,60.426498,60.426498,33164000,GOOGL
10/2/2018,60.3335,61.226002,59.983002,60.382,60.382,40180000,GOOGL
10/3/2018,60.599998,60.709,60.107498,60.5765,60.5765,26246000,GOOGL
10/4/2018,60.251499,60.294998,58.192501,58.8535,58.8535,46576000,GOOGL
10/5/2018,58.799999,59.099998,57.716,58.391499,58.391499,31852000,GOOGL
10/8/2018,58,58.792999,56.77,57.796001,57.796001,46190000,GOOGL
10/9/2018,57.565498,58.077499,57.2085,57.258499,57.258499,33690000,GOOGL
10/10/2018,56.82,56.851002,54.5755,54.608002,54.608002,58980000,GOOGL
10/11/2018,53.952,55.803001,53.794498,54.536999,54.536999,67696000,GOOGL
10/12/2018,55.981998,56.2915,54.751499,56.027,56.027,49370000,GOOGL
10/15/2018,55.900002,56.09,54.910999,55.122002,55.122002,30074000,GOOGL
10/16/2018,55.674,56.818501,55.587502,56.653999,56.653999,38378000,GOOGL
10/17/2018,57,57.349998,55.700001,56.379501,56.379501,35652000,GOOGL
10/18/2018,56.5,56.6175,54.317001,54.8955,54.8955,46152000,GOOGL
10/19/2018,55.185501,56.047501,54.851501,55.258999,55.258999,41286000,GOOGL
10/22/2018,55.6255,56.084499,55,55.568501,55.568501,27116000,GOOGL
10/23/2018,54.564499,55.900002,53.9505,55.745499,55.745499,37686000,GOOGL
10/24/2018,55.75,55.831001,52.752998,52.855999,52.855999,49286000,GOOGL
10/25/2018,54.014999,55.890999,53.7775,55.179501,55.179501,72956000,GOOGL
10/26/2018,52.4165,55.849998,52.1115,54.1875,54.1875,106438000,GOOGL
10/29/2018,54.827,55.441502,50.360001,51.7365,51.7365,81290000,GOOGL
10/30/2018,51.0005,52.544998,50.698502,52.475498,52.475498,59768000,GOOGL
10/31/2018,53.41,55.400002,53.41,54.528999,54.528999,70916000,GOOGL
11/1/2018,54.57,54.994999,53.890999,54.299,54.299,40132000,GOOGL
11/2/2018,54.450001,54.900002,53.382999,53.574501,53.574501,43438000,GOOGL
11/5/2018,53.626499,53.6675,51.700001,52.786499,52.786499,45358000,GOOGL
11/6/2018,52.750999,53.991001,52.6805,53.4785,53.4785,28660000,GOOGL
11/7/2018,54.1745,55.496498,54.029499,55.411999,55.411999,43388000,GOOGL
11/8/2018,55.365002,55.410999,54.217999,54.731499,54.731499,33694000,GOOGL
11/9/2018,54.201,54.4175,53.213001,53.851002,53.851002,34860000,GOOGL
11/12/2018,53.656502,53.705002,52.017502,52.467999,52.467999,34002000,GOOGL
11/13/2018,52.740501,53.3335,52.02,52.398499,52.398499,25750000,GOOGL
11/14/2018,53,53.289501,52.0555,52.729,52.729,34666000,GOOGL
11/15/2018,52.573002,53.943501,52.064499,53.552502,53.552502,41584000,GOOGL
11/16/2018,53.261501,53.622002,52.744999,53.413502,53.413502,35366000,GOOGL
11/19/2018,53.169498,53.400002,51.143501,51.370998,51.370998,45684000,GOOGL
11/20/2018,50.364498,51.8675,50.1105,51.522499,51.522499,54458000,GOOGL
11/21/2018,52.265499,52.7355,51.973,52.171501,52.171501,29698000,GOOGL
11/23/2018,51.674999,52.150002,51.425999,51.505001,51.505001,14178000,GOOGL
11/26/2018,52.200001,52.849998,51.988499,52.797001,52.797001,31558000,GOOGL
11/27/2018,52.567001,53.338001,52.275002,52.613998,52.613998,33048000,GOOGL
11/28/2018,52.873001,54.643002,52.147499,54.5895,54.5895,46042000,GOOGL
11/29/2018,54.176498,55.0075,54.099998,54.729,54.729,31004000,GOOGL
11/30/2018,54.781502,55.482498,54.159,55.482498,55.482498,59668000,GOOGL
12/3/2018,56.608002,56.75,55.586498,55.818001,55.818001,57532000,GOOGL
12/4/2018,55.649502,55.712002,53.039001,53.123501,53.123501,45630000,GOOGL
12/6/2018,52.25,53.971001,52.124001,53.903999,53.903999,47436000,GOOGL
12/7/2018,53.6115,54.251499,51.968498,52.328999,52.328999,42682000,GOOGL
12/10/2018,52.146999,52.98,51.650002,52.659,52.659,33652000,GOOGL
12/11/2018,53.347,53.52,52.505001,53.0825,53.0825,33852000,GOOGL
12/12/2018,53.854,54.586498,53.598499,53.686501,53.686501,28960000,GOOGL
12/13/2018,53.783501,54.421001,53.2495,53.676998,53.676998,24986000,GOOGL
12/14/2018,53.000999,53.585999,52.468498,52.585499,52.585499,36358000,GOOGL
12/17/2018,52.350498,53.118999,50.831501,51.282501,51.282501,49932000,GOOGL
12/18/2018,51.700001,52.984501,51.523998,52.170502,52.170502,43640000,GOOGL
12/19/2018,52.364498,53.7855,50.9715,51.772999,51.772999,58264000,GOOGL
12/20/2018,51.299999,52.372002,50.393002,51.179001,51.179001,53674000,GOOGL
12/21/2018,51.602001,51.883499,49.059502,49.5625,49.5625,104656000,GOOGL
12/24/2018,49.216,50.605999,48.882999,49.233501,49.233501,36360000,GOOGL
12/26/2018,49.899502,52.422501,49.6325,52.392502,52.392502,46318000,GOOGL
12/27/2018,51.310001,52.667,50.349998,52.645,52.645,45996000,GOOGL
12/28/2018,52.974998,53.211498,52.099998,52.334,52.334,34398000,GOOGL
12/31/2018,52.891499,53.149502,51.652,52.248001,52.248001,33110000,GOOGL
1/2/2019,51.360001,53.039501,51.264,52.734001,52.734001,31868000,GOOGL
1/3/2019,52.533501,53.313,51.1185,51.273499,51.273499,41960000,GOOGL
1/4/2019,52.127998,54,51.842999,53.9035,53.9035,46022000,GOOGL
1/7/2019,54.0485,54.134998,53.132,53.796001,53.796001,47446000,GOOGL
1/8/2019,54.299999,54.6675,53.4175,54.268501,54.268501,35414000,GOOGL
1/9/2019,54.399502,54.582001,53.718498,54.0825,54.0825,26998000,GOOGL
1/10/2019,53.747002,53.990501,53.234001,53.941502,53.941502,26598000,GOOGL
1/11/2019,53.494999,53.668499,52.821499,53.223499,53.223499,30864000,GOOGL
1/14/2019,52.667,52.922501,52.427502,52.5755,52.5755,28490000,GOOGL
1/15/2019,52.900501,54.413502,52.722,54.3255,54.3255,37518000,GOOGL
1/16/2019,54.5,55.118,54.400501,54.475498,54.475498,38280000,GOOGL
1/17/2019,54.399502,55.035,54.162998,54.956001,54.956001,24896000,GOOGL
1/18/2019,55.429501,55.900002,54.964001,55.365002,55.365002,44892000,GOOGL
1/22/2019,54.799999,54.948502,53.544498,53.931499,53.931499,39632000,GOOGL
1/23/2019,54.342999,54.647499,53.378502,54.220501,54.220501,25194000,GOOGL
1/24/2019,54.1255,54.400002,53.500999,54.200001,54.200001,29114000,GOOGL
1/25/2019,54.711498,55.167999,54.59,55.0755,55.0755,23260000,GOOGL
1/28/2019,54.503502,54.668499,53.730499,53.993,53.993,29334000,GOOGL
1/29/2019,54.051998,54.2365,53.300999,53.502998,53.502998,19704000,GOOGL
1/30/2019,53.868,54.976002,53.832001,54.899502,54.899502,29452000,GOOGL
1/31/2019,55.612,56.383499,55.262501,56.294498,56.294498,40232000,GOOGL
2/1/2019,56.114498,56.720001,55.712502,55.931,55.931,33116000,GOOGL
2/4/2019,55.9505,57.117001,55.8755,57.070999,57.070999,78408000,GOOGL
2/5/2019,56.481499,57.6385,56.18,57.593498,57.593498,82296000,GOOGL
2/6/2019,57.463501,57.700001,55.917999,56.144501,56.144501,48256000,GOOGL
2/7/2019,55.591,55.599499,54.679501,55.295502,55.295502,38298000,GOOGL
2/8/2019,54.743999,55.255001,54.712002,55.118999,55.118999,21766000,GOOGL
2/11/2019,55.1875,55.671501,55,55.105999,55.105999,18498000,GOOGL
2/12/2019,55.550499,56.643002,55.550499,56.379002,56.379002,35036000,GOOGL
2/13/2019,56.652,57.142502,56.299999,56.431499,56.431499,28042000,GOOGL
2/14/2019,56.25,56.806499,55.8545,56.459999,56.459999,21106000,GOOGL
2/15/2019,56.965,56.965,55.835999,55.981499,55.981499,27826000,GOOGL
2/19/2019,55.832001,56.481998,55.832001,56.3255,56.3255,21980000,GOOGL
2/20/2019,56.444,56.546501,55.587502,56.029499,56.029499,24090000,GOOGL
2/21/2019,55.938999,55.9575,54.898998,55.210499,55.210499,33272000,GOOGL
2/22/2019,55.485001,55.862499,55.025002,55.827999,55.827999,29436000,GOOGL
2/25/2019,56.0965,56.27,55.705502,55.866501,55.866501,26208000,GOOGL
2/26/2019,55.718498,56.321999,55.334999,56.100498,56.100498,35026000,GOOGL
2/27/2019,55.7005,56.286499,55.428001,56.144501,56.144501,22092000,GOOGL
2/28/2019,55.950001,56.699501,55.920502,56.327499,56.327499,27422000,GOOGL
3/1/2019,56.549999,57.5,56.549999,57.425999,57.425999,34086000,GOOGL
3/4/2019,57.728001,58.276001,56.912498,57.671001,57.671001,35490000,GOOGL
3/5/2019,57.799999,58.824501,57.651001,58.459499,58.459499,40094000,GOOGL
3/6/2019,58.588001,58.737,58.1525,58.247002,58.247002,23602000,GOOGL
3/7/2019,58.025002,58.179001,57.085499,57.5425,57.5425,30086000,GOOGL
3/8/2019,56.695,57.672501,56.509998,57.498501,57.498501,23694000,GOOGL
3/11/2019,57.599998,58.995499,57.578499,58.963001,58.963001,30032000,GOOGL
3/12/2019,59.115002,60.2855,59.115002,59.862499,59.862499,42220000,GOOGL
3/13/2019,60.296501,60.355999,59.8955,59.952999,59.952999,25888000,GOOGL
3/14/2019,59.951,60.235001,59.561501,59.626499,59.626499,27302000,GOOGL
3/15/2019,59.900002,60.085999,59.350498,59.514999,59.514999,51886000,GOOGL
3/18/2019,59.484501,59.747501,59.074001,59.427502,59.427502,24442000,GOOGL
3/19/2019,59.585999,60.170502,59.473,60.123001,60.123001,29788000,GOOGL
3/20/2019,60.07,61.4995,59.9795,61.321499,61.321499,41508000,GOOGL
3/21/2019,61,61.821999,60.828999,61.806499,61.806499,28150000,GOOGL
3/22/2019,61.442501,61.681499,60.299999,60.3825,60.3825,34422000,GOOGL
3/25/2019,59.978001,60.472,59.5,59.868999,59.868999,27576000,GOOGL
3/26/2019,60.259499,60.3825,59.088001,59.492001,59.492001,30752000,GOOGL
3/27/2019,59.596001,59.596001,58.211498,58.900501,58.900501,29428000,GOOGL
3/28/2019,58.775002,58.862499,58.171501,58.613499,58.613499,22402000,GOOGL
3/29/2019,59.008999,59.198502,58.319,58.844501,58.844501,30890000,GOOGL
4/1/2019,59.376999,60.009998,59.318001,59.949001,59.949001,27706000,GOOGL
4/2/2019,60.002499,60.290501,59.562,60.277,60.277,18288000,GOOGL
4/3/2019,60.634998,61.029999,60.254002,60.540501,60.540501,22180000,GOOGL
4/4/2019,60.564499,61.0275,60.452,60.9725,60.9725,21022000,GOOGL
4/5/2019,60.965,61.019501,60.501499,60.572498,60.572498,20012000,GOOGL
4/8/2019,60.5555,60.697498,60.235001,60.414001,60.414001,21750000,GOOGL
4/9/2019,60.094501,60.357498,59.918999,60.134499,60.134499,19668000,GOOGL
4/10/2019,60.254501,60.446999,60.033001,60.322498,60.322498,15510000,GOOGL
4/11/2019,60.445,60.637001,60.227001,60.4795,60.4795,16998000,GOOGL
4/12/2019,60.780998,61.1525,60.664501,61.136501,61.136501,24312000,GOOGL
4/15/2019,61.204498,61.465,60.728001,61.3265,61.3265,23796000,GOOGL
4/16/2019,61.5,61.799,61.251999,61.595501,61.595501,22622000,GOOGL
4/17/2019,61.849998,62.255001,61.645,62.007,62.007,30366000,GOOGL
4/18/2019,62.25,62.297001,61.970501,62.073502,62.073502,24750000,GOOGL
4/22/2019,61.8335,62.716999,61.668499,62.688,62.688,19084000,GOOGL
4/23/2019,62.832001,63.7215,62.598499,63.529499,63.529499,31868000,GOOGL
